rank,Youtuber,subscribers,video views,category,Title,uploads,Country,Abbreviation,channel_type,video_views_rank,country_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,created_year,created_month,created_date,Gross tertiary education enrollment (%),Population,Unemployment rate,Urban_population,Latitude,Longitude,content_type,created_month_num,created_full_date,channel_age_days,created_weekday
529,Willyrex,17200000,5024088947.0,Gaming,Willyrex,7550,Spain,ES,Games,1359.0,9.0,38.0,15405000.0,3900.0,61600.0,46200.0,739500.0,2009.0,8.0,9,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922,Gaming,8,2009-08-09,6006,6
530,TheBrianMaps,17100000,4448334716.0,Comedy,TheBrianMaps,498,Russia,RU,Entertainment,1624.0,6.0,126.0,37164000.0,9300.0,148700.0,111500.0,1800000.0,2012.0,6.0,4,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756,Comedy,6,2012-06-04,4976,0
531,TRANS TV Official,17100000,9710962528.0,Entertainment,TRANS TV Official,148225,Indonesia,ID,Entertainment,472.0,18.0,127.0,45811000.0,11500.0,183200.0,137400.0,2200000.0,2014.0,9.0,2,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Entertainment,9,2014-09-02,4156,1
532,Liza Koshy,17100000,2173106162.0,Comedy,Liza Koshy,142,United States,US,Entertainment,4443.0,132.0,127.0,1761000.0,440.0,7000.0,5300.0,84500.0,2013.0,9.0,2,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Comedy,9,2013-09-02,4521,0
533,Queen Official,17000000,10847948832.0,Music,Queen Official,1015,United Kingdom,GB,Music,385.0,21.0,112.0,93768000.0,23400.0,375100.0,281300.0,4500000.0,2008.0,7.0,7,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Music,7,2008-07-07,6404,0
534,Prajapati News,17000000,1001465469.0,Comedy,Prajapati News,1407,India,IN,Entertainment,11662.0,89.0,128.0,7626000.0,1900.0,30500.0,22900.0,366100.0,2013.0,3.0,14,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Comedy,3,2013-03-14,4693,3
535,Gaby and Alex,17000000,8229883114.0,Entertainment,gabyandalex,1,Unknown,Unknown,People,4057752.0,,7732.0,64085000.0,0.0,0.0,0.0,0.0,2008.0,8.0,21,,,,,,,Entertainment,8,2008-08-21,6359,3
536,LuisFonsiVEVO,17000000,14543594822.0,Music,LuisFonsiVEVO,97,United States,US,Music,241.0,133.0,112.0,49817000.0,12500.0,199300.0,149500.0,2400000.0,2009.0,5.0,12,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,5,2009-05-12,6095,1
537,Pop Chartbusters,16900000,8684010451.0,Music,Pop Chartbusters,2235,India,IN,Music,574.0,90.0,113.0,72911000.0,18200.0,291600.0,218700.0,3500000.0,2011.0,8.0,26,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Music,8,2011-08-26,5259,4
538,Guava Juice,16900000,9111000228.0,Gaming,Guava Juice,1910,United States,US,Entertainment,527.0,134.0,129.0,10889000.0,2700.0,43600.0,32700.0,522600.0,2006.0,7.0,18,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,7,2006-07-18,7124,1
539,EeOneGuy,16900000,3827906874.0,Entertainment,EeOneGuy,366,United States,US,Entertainment,2039.0,134.0,129.0,1635000.0,409.0,6500.0,4900.0,78500.0,2013.0,3.0,19,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,3,2013-03-19,4688,1
540,VICE,16900000,4609753237.0,Entertainment,VICE,3900,United States,US,Entertainment,1543.0,134.0,129.0,36357000.0,9100.0,145400.0,109100.0,1700000.0,2005.0,12.0,16,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,12,2005-12-16,7338,4
541,Aayu and Pihu Show,16900000,9270331567.0,Comedy,Aayu and Pihu Show,441,India,IN,People,510.0,90.0,34.0,89782000.0,22400.0,359100.0,269300.0,4300000.0,2017.0,5.0,8,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Comedy,5,2017-05-08,3177,0
542,Danny Fitt,16900000,9544277833.0,People & Blogs,Danny Fitt,2337,United States,US,Entertainment,488.0,134.0,129.0,275264000.0,68800.0,1100000.0,825800.0,13200000.0,2016.0,12.0,31,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,12,2016-12-31,3305,5
543,Bispo Bruno Leonardo,16900000,3523578665.0,Nonprofits & Activism,Bispo Bruno Leonardo,4891,Brazil,BR,Nonprofit,2307.0,29.0,2.0,149543000.0,37400.0,598200.0,448600.0,7200000.0,2016.0,4.0,10,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Nonprofits & Activism,4,2016-04-10,3570,6
544,DeToxoMoroxo,16800000,2315962318.0,Entertainment,de toxomoroxo,1,Unknown,Unknown,Music,4056488.0,,5767.0,64085000.0,0.0,0.0,0.0,0.0,2016.0,4.0,30,,,,,,,Entertainment,4,2016-04-30,3550,5
545,Doggy Doggy Cartoons,16800000,6518418501.0,Entertainment,Doggy Doggy Cartoons,0,Unknown,Unknown,,4057944.0,,,64085000.0,0.0,0.0,0.0,0.0,2018.0,11.0,11,,,,,,,Entertainment,11,2018-11-11,2625,6
546,deepesh zo,16800000,7206462713.0,People & Blogs,deepesh zo,41,Unknown,Unknown,People,4038822.0,,7611.0,1.0,0.0,0.0,0.0,0.05,2021.0,9.0,24,,,,,,,People & Blogs,9,2021-09-24,1577,4
547,Like Nastya IDN,16800000,7195314800.0,Entertainment,Like Nastya IDN,502,Indonesia,ID,Entertainment,795.0,19.0,130.0,42836000.0,10700.0,171300.0,128500.0,2100000.0,2019.0,11.0,22,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Entertainment,11,2019-11-22,2249,4
548,Gato Galactico | GALï¿½ï¿,16800000,3693798804.0,Film & Animation,Gato Galactico | GALï¿½ï¿,1491,Brazil,BR,Entertainment,2129.0,30.0,130.0,44121000.0,11000.0,176500.0,132400.0,2100000.0,2013.0,4.0,2,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Film & Animation,4,2013-04-02,4674,1
549,Salman Noman,16700000,10393037902.0,Entertainment,salman Noman,3,Unknown,Unknown,,4057674.0,,,7.0,0.0,0.03,0.02,0.34,2022.0,5.0,14,,,,,,,Entertainment,5,2022-05-14,1345,5
550,CoryxKenshin,16700000,7102965621.0,Gaming,CoryxKenshin,1693,United States,US,Games,814.0,135.0,39.0,105114000.0,26300.0,420500.0,315300.0,5000000.0,2009.0,4.0,27,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,4,2009-04-27,6110,0
551,With Kids[ï¿½ï¿½ï¿½ï¿½ï,16700000,8826138204.0,Entertainment,With Kids[ï¿½ï¿½ï¿½ï¿½ï,920,United States,US,Entertainment,559.0,135.0,130.0,45698000.0,11400.0,182800.0,137100.0,2200000.0,2012.0,7.0,6,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,7,2012-07-06,4944,4
552,Travis Scott,16700000,7979736581.0,Music,Travis Scott,13,United States,US,Music,564542.0,1920.0,1751.0,37623.0,9.0,150.0,113.0,1800.0,2010.0,9.0,1,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,9,2010-09-01,5618,2
553,Tu COSMOPOLIS,16700000,5089284369.0,People & Blogs,Tu COSMOPOLIS,8741,Mexico,MX,People,1337.0,19.0,35.0,16139000.0,4000.0,64600.0,48400.0,774700.0,2014.0,8.0,28,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,People & Blogs,8,2014-08-28,4161,3
554,Ivana Alawi,16600000,1318442641.0,,Ivana Alawi,180,Philippines,PH,People,8338.0,5.0,36.0,15079000.0,3800.0,60300.0,45200.0,723800.0,2018.0,6.0,1,35.5,108116615.0,2.15,50975903.0,12.879721,121.774017,People,6,2018-06-01,2788,4
555,Werever2morro,16600000,2798273962.0,Entertainment,werever2morro,0,Mexico,MX,Games,4057944.0,4248.0,7462.0,64085000.0,0.0,0.0,0.0,0.0,2010.0,12.0,7,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Entertainment,12,2010-12-07,5521,1
556,IDEAS EN 5 MINUTOS,16600000,3696973456.0,Howto & Style,Ideas En 5 Minutos,216,Spain,ES,,3108857.0,2753.0,,65470.0,16.0,262.0,196.0,3100.0,2017.0,4.0,2,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922,Howto & Style,4,2017-04-02,3213,6
557,NMF News,16600000,7435180827.0,News & Politics,NMF News,112261,India,IN,News,749.0,91.0,12.0,59201000.0,14800.0,236800.0,177600.0,2800000.0,2013.0,10.0,22,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,News & Politics,10,2013-10-22,4471,1
558,SriBalajiMovies,16600000,9439857193.0,Entertainment,SriBalajiMovies,20102,India,IN,Entertainment,497.0,91.0,132.0,154049000.0,38500.0,616200.0,462100.0,7400000.0,2011.0,9.0,29,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,9,2011-09-29,5225,3
559,Lahari Music - TSeries,16600000,11946217860.0,Music,Lahari Music - TSeries,8976,India,IN,Music,326.0,91.0,115.0,89012000.0,22300.0,356000.0,267000.0,4300000.0,2011.0,11.0,21,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Music,11,2011-11-21,5172,0
560,Younes Zarou,16600000,15278668857.0,Entertainment,Younes Zarou,2200,Germany,DE,Entertainment,213.0,4.0,131.0,617257000.0,154300.0,2500000.0,1900000.0,29600000.0,2021.0,5.0,6,70.2,83132799.0,3.04,64324835.0,51.165691,10.451526,Entertainment,5,2021-05-06,1718,3
561,Jordan Matter,16600000,5819508534.0,Entertainment,Jordan Matter,413,United States,US,Entertainment,1088.0,136.0,132.0,199033000.0,49800.0,796100.0,597100.0,9600000.0,2006.0,12.0,21,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,12,2006-12-21,6968,3
562,ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýý,16500000,2440934034.0,Entertainment,ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýý,421,United States,US,Entertainment,3778.0,137.0,133.0,21953000.0,5500.0,87800.0,65900.0,1100000.0,2014.0,3.0,9,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,3,2014-03-09,4333,6
563,FailArmy,16500000,3037260680.0,Comedy,FailArmy,438,United States,US,Entertainment,2766.0,137.0,133.0,112986000.0,28200.0,451900.0,339000.0,5400000.0,2011.0,7.0,5,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Comedy,7,2011-07-05,5311,1
564,BBC News Hindi,16500000,7043235131.0,News & Politics,BBC News Hindi,21243,India,IN,News,821.0,92.0,13.0,131202000.0,32800.0,524800.0,393600.0,6300000.0,2009.0,9.0,22,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,News & Politics,9,2009-09-22,5962,1
565,FunFun Toy Doll TV,16500000,7406207930.0,Entertainment,FunFun Toy Doll TV,735,United States,US,Entertainment,757.0,137.0,133.0,24378000.0,6100.0,97500.0,73100.0,1200000.0,2016.0,5.0,31,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,5,2016-05-31,3519,1
566,Sandra Cires Art,16400000,3955426159.0,Howto & Style,Sandra Cires Art,1091,United States,US,Entertainment,1938.0,138.0,134.0,18028000.0,4500.0,72100.0,54100.0,865300.0,2011.0,9.0,27,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Howto & Style,9,2011-09-27,5227,1
567,Kaykai Salaider,16400000,4434679706.0,Comedy,Kaykai Salaider,428,Thailand,TH,Entertainment,1636.0,9.0,134.0,9341000.0,2300.0,37400.0,28000.0,448400.0,2011.0,1.0,24,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541,Comedy,1,2011-01-24,5473,0
568,UFC - Ultimate Fighting Championship,16400000,7135820721.0,Sports,UFC - Ultimate Fighting Championship,14662,United States,US,Sports,806.0,138.0,7.0,133208000.0,33300.0,532800.0,399600.0,6400000.0,2006.0,3.0,4,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Sports,3,2006-03-04,7260,5
569,Ch7HD,16400000,9463244435.0,Entertainment,Ch7HD,56203,Thailand,TH,Entertainment,496.0,9.0,134.0,87757000.0,21900.0,351000.0,263300.0,4200000.0,2010.0,5.0,17,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541,Entertainment,5,2010-05-17,5725,0
570,RCTI - LAYAR DRAMA INDONESIA,16400000,13478392540.0,Entertainment,RCTI - LAYAR DRAMA INDONESIA,1,Unknown,Unknown,People,4057943.0,,7724.0,64085000.0,0.0,0.0,0.0,0.0,2020.0,10.0,19,,,,,,,Entertainment,10,2020-10-19,1917,0
571,Alfredo Larin,16400000,14431830557.0,Entertainment,Alfredo Larin,1,Unknown,Unknown,Entertainment,4057780.0,,6788.0,1.0,0.0,0.0,0.0,0.05,2015.0,11.0,23,,,,,,,Entertainment,11,2015-11-23,3709,0
572,GMMTV OFFICIALï¿½ï¿½,16400000,12844432341.0,Entertainment,GMMTV OFFICIALï¿½ï¿½,23952,Thailand,TH,Entertainment,294.0,9.0,134.0,181382000.0,45300.0,725500.0,544100.0,8700000.0,2010.0,9.0,13,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541,Entertainment,9,2010-09-13,5606,0
573,Matt Stonie,16300000,3527627264.0,Entertainment,MattStonie,54,United States,US,Entertainment,283499.0,1874.0,1836.0,29735.0,7.0,119.0,89.0,1400.0,2010.0,6.0,19,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,6,2010-06-19,5692,5
574,Boyce Avenue,16300000,6578828147.0,Music,Boyce Avenue,490,United States,US,Music,913.0,139.0,117.0,28787000.0,7200.0,115100.0,86400.0,1400000.0,2007.0,9.0,2,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,9,2007-09-02,6713,6
575,Camila Cabello,16300000,6613422635.0,Music,Camila Cabello,80,United States,US,Music,906.0,139.0,117.0,42704000.0,10700.0,170800.0,128100.0,2000000.0,2015.0,8.0,11,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,8,2015-08-11,3813,1
576,Little Mix,16300000,7520242626.0,Music,Little Mix,278,United Kingdom,GB,Music,740.0,22.0,117.0,38604000.0,9700.0,154400.0,115800.0,1900000.0,2011.0,11.0,30,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Music,11,2011-11-30,5163,2
577,SAM SMITH,16300000,10170264839.0,Music,SAM SMITH,230,United Kingdom,GB,Entertainment,428.0,22.0,135.0,85778000.0,21400.0,343100.0,257300.0,4100000.0,2012.0,9.0,14,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Music,9,2012-09-14,4874,4
578,Pitbull,16300000,12475714382.0,Music,Pitbull,352,United States,US,Music,308.0,139.0,117.0,88004000.0,22000.0,352000.0,264000.0,4200000.0,2006.0,7.0,5,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,7,2006-07-05,7137,2
579,Bollywood Classics,16300000,7141825267.0,Entertainment,Bollywood Classics,1444,India,IN,Music,804.0,93.0,116.0,151477000.0,37900.0,605900.0,454400.0,7300000.0,2011.0,10.0,13,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Entertainment,10,2011-10-13,5211,3
580,Technoblade,16300000,1656452554.0,Gaming,Technoblade,989,United States,US,Games,6274.0,138.0,40.0,17944000.0,4500.0,71800.0,53800.0,861300.0,2013.0,10.0,28,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,10,2013-10-28,4465,0
581,W2S,16300000,4768370464.0,Gaming,W2S,652,United Kingdom,GB,Entertainment,1455.0,22.0,135.0,3079000.0,770.0,12300.0,9200.0,147800.0,2012.0,7.0,26,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Gaming,7,2012-07-26,4924,3
582,Jennifer Lopez,16200000,10227242833.0,Music,Jennifer Lopez,258,United States,US,Music,426.0,140.0,118.0,63441000.0,15900.0,253800.0,190300.0,3000000.0,2005.0,11.0,18,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,11,2005-11-18,7366,4
583,Kids Play,16200000,8091706232.0,Entertainment,Kids Play,593,United States,US,Entertainment,636.0,140.0,136.0,25912000.0,6500.0,103600.0,77700.0,1200000.0,2018.0,5.0,14,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,5,2018-05-14,2806,0
584,T3ddy,16200000,2990185467.0,Comedy,T3ddy,1930,Brazil,BR,People,2898.0,31.0,38.0,33015000.0,8300.0,132100.0,99000.0,1600000.0,2012.0,1.0,16,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Comedy,1,2012-01-16,5116,0
585,JJ Olatunji,16200000,4076692623.0,Gaming,JJ Olatunji,1294,United Kingdom,GB,Entertainment,1856.0,23.0,136.0,27808000.0,7000.0,111200.0,83400.0,1300000.0,2011.0,1.0,26,60.0,66834405.0,3.85,55908316.0,55.378051,-3.435973,Gaming,1,2011-01-26,5471,2
586,POPS Kids,16200000,9763592867.0,Music,POPS Kids,3943,Vietnam,VN,Film,462.0,2.0,30.0,256733000.0,64200.0,1000000.0,770200.0,12300000.0,2014.0,1.0,14,28.5,96462106.0,2.01,35332140.0,14.058324,108.277199,Music,1,2014-01-14,4387,1
587,Thairath Online,16200000,14563841315.0,News & Politics,Thairath Online,244899,Thailand,TH,News,238.0,10.0,14.0,224756000.0,56200.0,899000.0,674300.0,10800000.0,2010.0,9.0,27,49.3,69625582.0,0.75,35294600.0,15.870032,100.992541,News & Politics,9,2010-09-27,5592,0
588,LEGO,16200000,20522339099.0,Entertainment,LEGO,31889,Singapore,SG,Entertainment,116.0,1.0,136.0,117209000.0,29300.0,468800.0,351600.0,5600000.0,2005.0,10.0,22,84.8,5703569.0,4.11,5703569.0,1.352083,103.819836,Entertainment,10,2005-10-22,7393,5
589,XO TEAM,16200000,14784781923.0,People & Blogs,XO TEAM Family,189,United States,US,People,153622.0,1776.0,1495.0,37911.0,9.0,152.0,114.0,1800.0,2020.0,9.0,12,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,People & Blogs,9,2020-09-12,1954,5
590,AdMe,16200000,4488680903.0,Entertainment,Aday Cï¿½ï¿½ï¿½ï¿½ï,10,Spain,ES,Music,4048675.0,4228.0,5766.0,4.0,0.0,0.02,0.01,0.19,2006.0,5.0,2,88.9,47076781.0,13.96,37927409.0,40.463667,-3.74922,Entertainment,5,2006-05-02,7201,1
591,ExtraPolinesios,16200000,4813127504.0,People & Blogs,Extra polinesios,2,Unknown,Unknown,People,3945744.0,,7359.0,510.0,0.13,2.0,2.0,24.0,2015.0,11.0,21,,,,,,,People & Blogs,11,2015-11-21,3711,5
592,Dyland PROS,16100000,1517638132.0,Entertainment,Dyland PROS,2805,Indonesia,ID,Games,6986.0,21.0,41.0,9619000.0,2400.0,38500.0,28900.0,461700.0,2015.0,1.0,28,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,Entertainment,1,2015-01-28,4008,2
593,Live,16100000,0.0,,Live,0,Unknown,Unknown,,4057944.0,,,64085000.0,0.0,0.0,0.0,0.0,2015.0,1.0,13,,,,,,,Unknown,1,2015-01-13,4023,1
594,Vlad and Niki ARA,16100000,7399296005.0,,Vlad and Niki ARA,510,United States,US,Entertainment,759.0,141.0,137.0,32011000.0,8000.0,128000.0,96000.0,1500000.0,2019.0,5.0,24,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,5,2019-05-24,2431,4
595,Canal IN,16100000,2687443643.0,People & Blogs,Canal IN,723,Brazil,BR,Entertainment,3338.0,32.0,137.0,13802000.0,3500.0,55200.0,41400.0,662500.0,2017.0,7.0,21,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,People & Blogs,7,2017-07-21,3103,4
596,TWICE,16100000,5055576881.0,Music,TWICE,1123,Unknown,Unknown,Music,1343.0,,119.0,98720000.0,24700.0,394900.0,296200.0,4700000.0,2016.0,3.0,27,,,,,,,Music,3,2016-03-27,3584,6
597,Daily Dose Of Internet,16100000,6872702790.0,Entertainment,Daily Dose Of Internet,671,United States,US,Entertainment,851.0,140.0,136.0,399807000.0,100000.0,1600000.0,1200000.0,19200000.0,2015.0,7.0,15,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,7,2015-07-15,3840,2
598,FitDance,16100000,7126210721.0,Music,Fitdance Academy,41,France,FR,Entertainment,4006012.0,3726.0,6335.0,780.0,0.2,3.0,2.0,37.0,2006.0,11.0,20,65.6,67059887.0,8.43,54123364.0,46.227638,2.213749,Music,11,2006-11-20,6999,0
599,Panda Shorts,16100000,7155736006.0,,Panda Shorts,667,Sweden,SE,Sports,792.0,2.0,8.0,478528000.0,119600.0,1900000.0,1400000.0,23000000.0,2020.0,11.0,21,67.0,10285453.0,6.48,9021165.0,60.128161,18.643501,Sports,11,2020-11-21,1884,5
600,Disney Junior,16100000,15812009296.0,Entertainment,Disney Junior,4045,United States,US,Entertainment,196.0,140.0,136.0,267131000.0,66800.0,1100000.0,801400.0,12800000.0,2008.0,4.0,22,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Entertainment,4,2008-04-22,6480,1
601,La Rosa de Guadalupe,16100000,9642146451.0,Entertainment,larosadeguadalupe,0,Mexico,MX,Games,4057944.0,4258.0,7472.0,64085000.0,0.0,0.0,0.0,0.0,2008.0,9.0,3,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Entertainment,9,2008-09-03,6346,2
602,sagar kalra (Shorts),16000000,6543629679.0,People & Blogs,sagar kalra (Shorts),453,Unknown,Unknown,People,921.0,,39.0,74062000.0,18500.0,296200.0,222200.0,3600000.0,2017.0,6.0,30,,,,,,,People & Blogs,6,2017-06-30,3124,4
603,wifistudy,16000000,3018032423.0,Education,wifistudy by Unacademy,52144,India,IN,Education,2855.0,94.0,30.0,14287000.0,3600.0,57100.0,42900.0,685800.0,2014.0,7.0,26,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Education,7,2014-07-26,4194,5
604,Antrax,16000000,3029872908.0,Gaming,Antrax,687,Mexico,MX,Games,2844.0,23.0,42.0,4698000.0,1200.0,18800.0,14100.0,225500.0,2015.0,5.0,25,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Gaming,5,2015-05-25,3891,0
605,Enes Batur,16000000,9786595271.0,Gaming,enesbatur,0,Unknown,Unknown,Games,4057944.0,,7360.0,64085000.0,0.0,0.0,0.0,0.0,2007.0,3.0,4,,,,,,,Gaming,3,2007-03-04,6895,6
606,Totoy kids - Espaï¿½ï,16000000,5997599089.0,Film & Animation,Totoy kids - Espaï¿½ï,344,Mexico,MX,Film,1048.0,23.0,31.0,112393000.0,28100.0,449600.0,337200.0,5400000.0,2017.0,9.0,7,40.2,126014024.0,3.42,102626859.0,23.634501,-102.552784,Film & Animation,9,2017-09-07,3055,3
607,ýýýýýýýýýý,15900000,1845329502.0,People & Blogs,Kung Fu Padla,0,Russia,RU,Games,4057944.0,3309.0,5665.0,64085000.0,0.0,0.0,0.0,0.0,2017.0,5.0,27,81.9,144373535.0,4.59,107683889.0,61.52401,105.318756,People & Blogs,5,2017-05-27,3158,5
608,DopeLyrics,15900000,9962188084.0,Music,DopeLyrics,2035,United States,US,Music,444.0,142.0,120.0,9915000.0,2500.0,39700.0,29700.0,475900.0,2016.0,6.0,9,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Music,6,2016-06-09,3510,3
609,jeffreestar,15900000,2609358468.0,Howto & Style,jeffreestar,433,United States,US,Howto,3474.0,142.0,20.0,2006000.0,502.0,8000.0,6000.0,96300.0,2006.0,2.0,14,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Howto & Style,2,2006-02-14,7278,1
610,Lyna,15900000,6534326412.0,Gaming,Lyna,4906,Argentina,AR,Games,919.0,12.0,43.0,64085000.0,16000.0,256300.0,192300.0,3100000.0,2014.0,9.0,8,90.0,44938712.0,9.79,41339571.0,-38.416097,-63.616672,Gaming,9,2014-09-08,4150,0
611,MK MUSIC,15900000,9198986881.0,Music,MK MUSIC,5105,Brazil,BR,Music,516.0,33.0,120.0,136388000.0,34100.0,545600.0,409200.0,6500000.0,2010.0,1.0,18,51.3,212559417.0,12.08,183241641.0,-14.235004,-51.92528,Music,1,2010-01-18,5844,0
612,Unspeakable,15900000,9052367553.0,Gaming,Unspeakable,796,United States,US,People,530.0,142.0,40.0,164895000.0,41200.0,659600.0,494700.0,7900000.0,2016.0,5.0,1,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Gaming,5,2016-05-01,3549,6
613,Camilo,15900000,6802382479.0,Music,Camilo,132,Colombia,CO,Music,871.0,8.0,120.0,59890000.0,15000.0,239600.0,179700.0,2900000.0,2010.0,7.0,29,55.3,50339443.0,9.71,40827302.0,4.570868,-74.297333,Music,7,2010-07-29,5652,3
614,Dear Sir,15800000,1349288771.0,Education,Dear Sir,633,India,IN,Education,8066.0,95.0,31.0,24056000.0,6000.0,96200.0,72200.0,1200000.0,2016.0,12.0,13,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Education,12,2016-12-13,3323,1
615,Narendra Modi,15800000,3392918989.0,News & Politics,Narendra Modi,20679,India,IN,News,2406.0,96.0,15.0,185969000.0,46500.0,743900.0,557900.0,8900000.0,2007.0,10.0,26,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,News & Politics,10,2007-10-26,6659,4
616,Arif muhammad,15800000,4122634467.0,People & Blogs,Arif muhammad,542,Indonesia,ID,Comedy,1816.0,22.0,26.0,71870000.0,18000.0,287500.0,215600.0,3400000.0,2017.0,1.0,18,36.3,270203917.0,4.69,151509724.0,-0.789275,113.921327,People & Blogs,1,2017-01-18,3287,2
617,Rotten Tomatoes Trailers,15800000,13116313599.0,Film & Animation,Rotten Tomatoes Trailers,10441,United States,US,Film,285.0,143.0,32.0,25738000.0,6400.0,103000.0,77200.0,1200000.0,2011.0,4.0,1,88.2,328239523.0,14.7,270663028.0,37.09024,-95.712891,Film & Animation,4,2011-04-01,5406,4
618,Volga Video,15700000,9787697838.0,Film & Animation,Volga Video,16874,India,IN,Entertainment,463.0,97.0,139.0,51315000.0,12800.0,205300.0,153900.0,2500000.0,2012.0,3.0,23,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Film & Animation,3,2012-03-23,5049,4
619,DM - Desi Melodies,15700000,5914071870.0,Music,DM - Desi Melodies,79,India,IN,Music,1071.0,97.0,121.0,141842000.0,35500.0,567400.0,425500.0,6800000.0,2017.0,7.0,8,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Music,7,2017-07-08,3116,5
620,MY FAMILY,15700000,6153495609.0,,My Family,150,Singapore,SG,People,731590.0,1203.0,3244.0,939647.0,235.0,3800.0,2800.0,45100.0,2019.0,12.0,3,84.8,5703569.0,4.11,5703569.0,1.352083,103.819836,People,12,2019-12-03,2238,1
621,Team Films Bhojpuri,15700000,6626563508.0,Music,Team Films Bhojpuri,19703,India,IN,Music,902.0,97.0,121.0,30744000.0,7700.0,123000.0,92200.0,1500000.0,2014.0,7.0,18,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Music,7,2014-07-18,4202,4
622,Zee Music Classic,15700000,5558051295.0,Music,Zee Music Classic,1640,India,IN,Music,1174.0,97.0,121.0,86450000.0,21600.0,345800.0,259300.0,4100000.0,2014.0,5.0,20,28.1,1366417754.0,5.36,471031528.0,20.593684,78.96288,Music,5,2014-05-20,4261,1
